2415.08,0.0,9500.0,0.1,0.06
820.63,120.0,8300.0,0.2,0.2
4546.39,60.0,8300.0,0.04,0.03
1070.73,150.0,4400.0,0.2,0.03
4905.5,180.0,7700.0,0.1,0.1
4267.76,180.0,8300.0,0.1,0.06
4016.42,60.0,9500.0,0.04,0.06
293721.0,150.0,3200.0,0.04,0.2
420.494,30.0,5600.0,0.1,0.2
1089.93,0.0,3800.0,0.04,0.1
2855.4,0.0,4400.0,0.1,0.2
4064.3,30.0,8300.0,0.2,0.2
2352.93,90.0,4400.0,0.2,0.1
5488.04,180.0,5600.0,0.2,0.06
2254.07,60.0,9500.0,0.2,0.03
5023.16,90.0,7000.0,0.04,0.03
3645.66,90.0,3800.0,0.1,0.1
4185.29,180.0,4900.0,0.1,0.1
6793.81,180.0,9500.0,0.2,0.03
3547.83,90.0,7000.0,0.2,0.1
2408.42,60.0,6300.0,0.04,0.06
3497.14,0.0,7000.0,0.2,0.2
5442.04,90.0,8300.0,0.2,0.03
4253.66,60.0,7700.0,0.04,0.03
3728.63,30.0,8900.0,0.04,0.06
2264.19,60.0,7000.0,0.1,0.1
1104.99,60.0,4900.0,0.2,0.03
725.893,60.0,3200.0,0.2,0.03
4905.2,90.0,5600.0,0.04,0.06
2927.44,90.0,8900.0,0.2,0.2
1449.55,0.0,3800.0,0.2,0.06
4228.07,120.0,8300.0,0.04,0.1
1799.35,150.0,7700.0,0.1,0.2
1461.29,60.0,8300.0,0.1,0.2
2732.95,60.0,7000.0,0.04,0.06
4323.18,120.0,7700.0,0.04,0.03
795.915,60.0,5600.0,0.04,0.1
769.454,120.0,4400.0,0.2,0.06
5831.14,90.0,10000.0,0.1,0.06
1069.79,120.0,7700.0,0.04,0.2
348.803,30.0,4400.0,0.1,0.2
1011.69,150.0,9500.0,0.2,0.06
1296.3,120.0,3200.0,0.1,0.1
2792.02,150.0,8900.0,0.04,0.06
5519.01,180.0,7700.0,0.04,0.06
1301.85,150.0,5600.0,0.1,0.2
1765.16,120.0,3200.0,0.04,0.03
2648.46,120.0,5600.0,0.04,0.03
2042.96,120.0,3200.0,0.1,0.03
4515.39,0.0,7000.0,0.2,0.03
2186.08,30.0,4400.0,0.1,0.03
3742.81,60.0,8900.0,0.04,0.06
5875.33,180.0,9500.0,0.2,0.2
1192.8,30.0,5600.0,0.1,0.06
1580.77,60.0,9500.0,0.04,0.1
3989.76,150.0,8300.0,0.1,0.1
2636.15,180.0,4400.0,0.2,0.2
1795.85,180.0,5600.0,0.04,0.2
899.174,30.0,3800.0,0.1,0.06
5301.96,180.0,4900.0,0.2,0.06
2694.5,150.0,8300.0,0.1,0.06
5681.21,120.0,10000.0,0.1,0.03
3113.41,0.0,7700.0,0.2,0.06
4322.26,180.0,4900.0,0.1,0.1
2968.65,180.0,4900.0,0.1,0.06
2476.7,150.0,8300.0,0.04,0.03
5099.3,90.0,7700.0,0.04,0.03
5406.88,90.0,4900.0,0.2,0.03
3063.89,180.0,3200.0,0.1,0.1
626.629,150.0,9500.0,0.04,0.2
2573.12,0.0,4900.0,0.2,0.1
1129.37,0.0,3200.0,0.2,0.06
3618.01,120.0,6300.0,0.04,0.1
1574.82,120.0,3200.0,0.04,0.1
552.235,60.0,4900.0,0.2,0.1
4228.07,120.0,8300.0,0.1,0.06
400.494,60.0,3800.0,0.04,0.2
671.68,150.0,10000.0,0.04,0.2
1495.51,60.0,10000.0,0.2,0.1
1239.65,0.0,4400.0,0.04,0.1
4948.02,60.0,9500.0,0.04,0.03
2967.73,150.0,10000.0,0.04,0.03
2930.98,120.0,5600.0,0.1,0.06
470.394,60.0,3200.0,0.1,0.2
984.234,60.0,4400.0,0.1,0.06
3358.45,0.0,5600.0,0.1,0.03
4948.26,0.0,9500.0,0.2,0.1
680.391,120.0,3800.0,0.2,0.06
585.776,120.0,3200.0,0.2,0.06
843.449,30.0,10000.0,0.2,0.2
12174.1,0.0,8900.0,0.04,0.2
5106.02,180.0,7700.0,0.2,0.03
3073.14,150.0,10000.0,0.1,0.06
1723.48,30.0,5600.0,0.04,0.03
